identifier,amount,execution-date,reference,category,account-of-receiver,account-of-creator
263,448.27,2019-08-01T10:49:31.642108,Zalando,clothes,DE46175649932131791856,DE92648558961468741310
349,424.94,2018-02-06T10:49:31.642235,Vero Moda,clothes,DE98578335434393251543,DE92648558961468741310
352,542.86,2020-08-16T10:49:31.642108,Zur Letzten Instanz,food,DE46175649932131791856,DE92648558961468741310
380,653.66,2017-03-06T10:49:31.641806,hotels.com,vacation,DE78690946739504309806,DE92648558961468741310
438,553.33,2019-10-23T10:49:31.642279,booking.com,vacation,DE31852781254280985515,DE92648558961468741310
488,945.29,2017-09-01T10:49:31.642214,thanks,transfer,DE20117978677399847042,DE92648558961468741310
494,83.78,2020-02-21T10:49:31.642256,S.Oliver,clothes,DE28254691836878919381,DE92648558961468741310
502,825.25,2021-06-10T10:49:31.642065,booking.com,vacation,DE44305226222441557697,DE92648558961468741310
512,216.87,2017-08-27T10:49:31.642153,Esprit,clothes,DE32132962269821718345,DE92648558961468741310
513,642.33,2019-06-16T10:49:31.641828,Lokal,food,DE50139821739297986888,DE92648558961468741310
524,347.18,2020-07-11T10:49:31.642065,Rewe,supermarket,DE44305226222441557697,DE92648558961468741310
563,740.82,2020-01-05T10:49:31.641763,Edeka,supermarket,DE70334119137743514093,DE92648558961468741310
608,262.88,2020-07-26T10:49:31.642087,Rewe,supermarket,DE50493093512418563495,DE92648558961468741310
610,854.76,2018-12-05T10:49:31.642108,easyjet,vacation,DE46175649932131791856,DE92648558961468741310
709,932.53,2016-12-05T10:49:31.641806,thanks,transfer,DE78690946739504309806,DE92648558961468741310
713,765.76,2021-05-26T10:49:31.642279,Zur Letzten Instanz,food,DE31852781254280985515,DE92648558961468741310
769,597.44,2020-10-03T10:49:31.642000,thanks,transfer,DE22170806079195028710,DE92648558961468741310
795,316.96,2020-02-18T10:49:31.641981,thanks,transfer,DE51728838437501118370,DE92648558961468741310
818,51.95,2019-04-04T10:49:31.642214,Pasta Bar,food,DE20117978677399847042,DE92648558961468741310
911,144.49,2017-12-02T10:49:31.641763,thanks,transfer,DE70334119137743514093,DE92648558961468741310
912,120.74,2019-07-11T10:49:31.642193,ryanair,vacation,DE28571102327654896575,DE92648558961468741310
915,536.29,2018-06-29T10:49:31.642129,ryanair,vacation,DE65403466947923029055,DE92648558961468741310
924,582.40,2021-03-22T10:49:31.641958,booking.com,vacation,DE50561242036667643899,DE92648558961468741310
959,355.77,2020-07-15T10:49:31.641870,easyjet,vacation,DE29354508073743831293,DE92648558961468741310
999,288.51,2022-01-03T10:49:31.641870,Esprit,clothes,DE29354508073743831293,DE92648558961468741310
1080,296.94,2019-04-08T10:49:31.642045,Vero Moda,clothes,DE92648558961468741310,DE92648558961468741310
1113,66.48,2018-08-30T10:49:31.641937,thanks,transfer,DE67444719107381296569,DE92648558961468741310
1114,83.38,2018-05-07T10:49:31.642174,booking.com,vacation,DE33510125629974889896,DE92648558961468741310
1153,113.23,2018-12-09T10:49:31.642108,booking.com,vacation,DE46175649932131791856,DE92648558961468741310
1169,112.44,2019-08-01T10:49:31.641828,Vero Moda,clothes,DE50139821739297986888,DE92648558961468741310
1179,202.36,2020-09-21T10:49:31.641721,Aldi,supermarket,DE82444435329779109646,DE92648558961468741310
1185,907.16,2017-01-06T10:49:31.642153,S.Oliver,clothes,DE32132962269821718345,DE92648558961468741310
1194,454.75,2018-04-21T10:49:31.642214,Zur Letzten Instanz,food,DE20117978677399847042,DE92648558961468741310
1199,578.76,2019-04-29T10:49:31.641958,Rewe,supermarket,DE50561242036667643899,DE92648558961468741310
1252,584.57,2018-07-02T10:49:31.641784,Zalando,clothes,DE76894768662419673111,DE92648558961468741310
1306,385.18,2018-04-22T10:49:31.642214,thanks,transfer,DE20117978677399847042,DE92648558961468741310
1309,651.67,2018-04-03T10:49:31.642193,thanks,transfer,DE28571102327654896575,DE92648558961468741310
1325,555.87,2018-06-10T10:49:31.642045,booking.com,vacation,DE92648558961468741310,DE92648558961468741310
1334,774.27,2021-08-16T10:49:31.641721,Zeit für Brot,food,DE82444435329779109646,DE92648558961468741310
1339,166.86,2018-09-10T10:49:31.641916,Pauly Saal,food,DE93852973047302670654,DE92648558961468741310
1352,462.11,2019-08-01T10:49:31.642000,thanks,transfer,DE22170806079195028710,DE92648558961468741310
1359,209.27,2018-12-27T10:49:31.642193,Pasta Bar,food,DE28571102327654896575,DE92648558961468741310
1373,290.89,2017-01-30T10:49:31.642045,Aldi,supermarket,DE92648558961468741310,DE92648558961468741310
1385,585.26,2020-06-04T10:49:31.641916,S.Oliver,clothes,DE93852973047302670654,DE92648558961468741310
1397,238.31,2019-01-31T10:49:31.642174,booking.com,vacation,DE33510125629974889896,DE92648558961468741310
1401,158.98,2021-04-21T10:49:31.641721,Rewe,supermarket,DE82444435329779109646,DE92648558961468741310
1412,6.94,2019-06-26T10:49:31.642279,Rewe,supermarket,DE31852781254280985515,DE92648558961468741310
1413,913.68,2020-07-11T10:49:31.641721,ryanair,vacation,DE82444435329779109646,DE92648558961468741310
1474,932.66,2017-11-15T10:49:31.642193,thanks,transfer,DE28571102327654896575,DE92648558961468741310
1500,905.91,2020-03-31T10:49:31.641916,easyjet,vacation,DE93852973047302670654,DE92648558961468741310
1532,605.92,2019-10-16T10:49:31.641937,Edeka,supermarket,DE67444719107381296569,DE92648558961468741310
1545,981.24,2020-10-07T10:49:31.641721,ryanair,vacation,DE82444435329779109646,DE92648558961468741310
1581,639.56,2020-02-05T10:49:31.642256,Cocolo Ramen,food,DE28254691836878919381,DE92648558961468741310
1608,374.94,2017-07-29T10:49:31.641828,Vero Moda,clothes,DE50139821739297986888,DE92648558961468741310
1626,358.72,2019-02-12T10:49:31.642235,hotels.com,vacation,DE98578335434393251543,DE92648558961468741310
1636,699.99,2018-09-04T10:49:31.642214,Effing,food,DE20117978677399847042,DE92648558961468741310
1657,443.97,2019-03-09T10:49:31.642108,Zalando,clothes,DE46175649932131791856,DE92648558961468741310
1708,615.29,2017-09-25T10:49:31.642129,Zur Letzten Instanz,food,DE65403466947923029055,DE92648558961468741310
1709,484.22,2018-09-17T10:49:31.642129,Vero Moda,clothes,DE65403466947923029055,DE92648558961468741310
1754,785.80,2020-12-05T10:49:31.641721,Zeit für Brot,food,DE82444435329779109646,DE92648558961468741310
1772,775.42,2019-05-09T10:49:31.642108,thanks,transfer,DE46175649932131791856,DE92648558961468741310
1784,98.52,2019-10-15T10:49:31.642129,ryanair,vacation,DE65403466947923029055,DE92648558961468741310
1805,396.71,2021-06-08T10:49:31.642065,S.Oliver,clothes,DE44305226222441557697,DE92648558961468741310
1814,189.74,2019-10-22T10:49:31.641784,thanks,transfer,DE76894768662419673111,DE92648558961468741310
1828,280.66,2018-08-02T10:49:31.642129,Edeka,supermarket,DE65403466947923029055,DE92648558961468741310
1841,855.68,2017-11-28T10:49:31.641828,Rewe,supermarket,DE50139821739297986888,DE92648558961468741310
1852,581.54,2020-04-10T10:49:31.641721,Lokal,food,DE82444435329779109646,DE92648558961468741310
1882,161.45,2021-05-30T10:49:31.642256,Effing,food,DE28254691836878919381,DE92648558961468741310
1897,117.57,2019-12-22T10:49:31.641916,S.Oliver,clothes,DE93852973047302670654,DE92648558961468741310
1914,495.42,2019-09-25T10:49:31.641721,Aldi,supermarket,DE82444435329779109646,DE92648558961468741310
1963,381.47,2019-01-21T10:49:31.642108,booking.com,vacation,DE46175649932131791856,DE92648558961468741310
1992,880.87,2018-12-19T10:49:31.641981,hotels.com,vacation,DE51728838437501118370,DE92648558961468741310
1,12.21,2019-09-19T10:49:31.641916,thanks,transfer,DE78690946739504309806,DE93852973047302670654
57,140.45,2020-07-16T10:49:31.641916,Zalando,clothes,DE78690946739504309806,DE93852973047302670654
79,541.92,2020-10-17T10:49:31.641916,S.Oliver,clothes,DE98578335434393251543,DE93852973047302670654
94,863.38,2019-06-27T10:49:31.641916,booking.com,vacation,DE32132962269821718345,DE93852973047302670654
154,386.67,2020-11-20T10:49:31.641890,ryanair,vacation,DE10985785971549145687,DE93852973047302670654
156,107.86,2021-08-31T10:49:31.642256,thanks,transfer,DE28254691836878919381,DE93852973047302670654
184,142.24,2021-02-16T10:49:31.641916,Rewe,supermarket,DE92648558961468741310,DE93852973047302670654
212,201.48,2020-06-28T10:49:31.642256,Rewe,supermarket,DE28254691836878919381,DE93852973047302670654
220,488.93,2020-01-03T10:49:31.641916,ryanair,vacation,DE32132962269821718345,DE93852973047302670654
224,874.93,2019-06-10T10:49:31.641721,Cocolo Ramen,food,DE82444435329779109646,DE93852973047302670654
236,461.19,2021-01-18T10:49:31.641721,Zeit für Brot,food,DE82444435329779109646,DE93852973047302670654
258,664.87,2019-01-03T10:49:31.641916,booking.com,vacation,DE92648558961468741310,DE93852973047302670654
261,394.52,2020-05-31T10:49:31.641916,ryanair,vacation,DE51728838437501118370,DE93852973047302670654
272,764.54,2019-11-04T10:49:31.642065,thanks,transfer,DE44305226222441557697,DE93852973047302670654
312,424.46,2019-07-06T10:49:31.642256,Vero Moda,clothes,DE28254691836878919381,DE93852973047302670654
481,814.43,2020-11-15T10:49:31.642108,Zalando,clothes,DE46175649932131791856,DE93852973047302670654
495,949.78,2020-11-11T10:49:31.642065,thanks,transfer,DE44305226222441557697,DE93852973047302670654
516,974.89,2021-02-12T10:49:31.641916,Esprit,clothes,DE50139821739297986888,DE93852973047302670654
544,232.93,2018-06-16T10:49:31.641916,ryanair,vacation,DE51728838437501118370,DE93852973047302670654
551,773.75,2019-08-14T10:49:31.641916,booking.com,vacation,DE28571102327654896575,DE93852973047302670654
599,738.60,2019-11-09T10:49:31.642279,Rewe,supermarket,DE31852781254280985515,DE93852973047302670654
622,276.85,2021-07-24T10:49:31.642279,thanks,transfer,DE31852781254280985515,DE93852973047302670654
629,692.47,2020-12-05T10:49:31.641916,Pasta Bar,food,DE93852973047302670654,DE93852973047302670654
660,936.34,2018-08-07T10:49:31.641916,Esprit,clothes,DE51728838437501118370,DE93852973047302670654
670,365.23,2020-08-21T10:49:31.642023,Edeka,supermarket,DE27235503909700305654,DE93852973047302670654
701,951.93,2020-02-26T10:49:31.641890,Esprit,clothes,DE10985785971549145687,DE93852973047302670654
725,633.43,2021-05-30T10:49:31.641958,hotels.com,vacation,DE50561242036667643899,DE93852973047302670654
746,663.53,2018-08-12T10:49:31.641916,Edeka,supermarket,DE70334119137743514093,DE93852973047302670654
765,145.14,2020-12-04T10:49:31.641721,thanks,transfer,DE82444435329779109646,DE93852973047302670654
778,84.37,2019-02-11T10:49:31.641721,thanks,transfer,DE82444435329779109646,DE93852973047302670654
848,329.99,2018-08-19T10:49:31.641916,Vero Moda,clothes,DE70334119137743514093,DE93852973047302670654
880,731.48,2020-11-07T10:49:31.641916,Lokal,food,DE65403466947923029055,DE93852973047302670654
899,704.70,2020-12-01T10:49:31.641890,ryanair,vacation,DE10985785971549145687,DE93852973047302670654
907,627.86,2018-12-27T10:49:31.641916,easyjet,vacation,DE67444719107381296569,DE93852973047302670654
921,20.12,2020-09-20T10:49:31.641870,Edeka,supermarket,DE29354508073743831293,DE93852973047302670654
967,695.53,2021-05-08T10:49:31.642279,booking.com,vacation,DE31852781254280985515,DE93852973047302670654
974,634.98,2020-03-20T10:49:31.641916,Edeka,supermarket,DE70334119137743514093,DE93852973047302670654
977,553.97,2019-06-04T10:49:31.641916,Pasta Bar,food,DE50493093512418563495,DE93852973047302670654
991,578.94,2018-12-13T10:49:31.641916,Edeka,supermarket,DE78690946739504309806,DE93852973047302670654
1022,886.72,2021-05-18T10:49:31.642065,Aldi,supermarket,DE44305226222441557697,DE93852973047302670654
1035,220.47,2020-04-02T10:49:31.642256,thanks,transfer,DE28254691836878919381,DE93852973047302670654
1038,236.11,2019-05-15T10:49:31.642108,booking.com,vacation,DE46175649932131791856,DE93852973047302670654
1046,402.92,2021-09-13T10:49:31.642065,Pasta Bar,food,DE44305226222441557697,DE93852973047302670654
1048,476.11,2020-05-13T10:49:31.641916,Vero Moda,clothes,DE65403466947923029055,DE93852973047302670654
1062,376.78,2020-07-13T10:49:31.641916,Vero Moda,clothes,DE76894768662419673111,DE93852973047302670654
1106,114.42,2020-03-28T10:49:31.642065,thanks,transfer,DE44305226222441557697,DE93852973047302670654
1124,717.60,2019-07-14T10:49:31.642256,easyjet,vacation,DE28254691836878919381,DE93852973047302670654
1128,495.68,2019-06-16T10:49:31.642108,Lokal,food,DE46175649932131791856,DE93852973047302670654
1132,944.67,2019-07-06T10:49:31.641916,Aldi,supermarket,DE50493093512418563495,DE93852973047302670654
1148,546.82,2020-12-29T10:49:31.642065,S.Oliver,clothes,DE44305226222441557697,DE93852973047302670654
1159,371.38,2021-02-13T10:49:31.642256,ryanair,vacation,DE28254691836878919381,DE93852973047302670654
1166,416.41,2020-06-12T10:49:31.641916,ryanair,vacation,DE92648558961468741310,DE93852973047302670654
1178,857.60,2021-04-26T10:49:31.641721,easyjet,vacation,DE82444435329779109646,DE93852973047302670654
1203,332.42,2019-10-12T10:49:31.641958,Aldi,supermarket,DE50561242036667643899,DE93852973047302670654
1204,557.22,2018-09-28T10:49:31.641916,thanks,transfer,DE28571102327654896575,DE93852973047302670654
1265,468.68,2018-07-18T10:49:31.641916,Vero Moda,clothes,DE98578335434393251543,DE93852973047302670654
1299,684.80,2018-08-19T10:49:31.641916,Cocolo Ramen,food,DE70334119137743514093,DE93852973047302670654
1360,252.79,2018-09-02T10:49:31.641916,easyjet,vacation,DE98578335434393251543,DE93852973047302670654
1406,557.18,2018-09-30T10:49:31.641916,thanks,transfer,DE92648558961468741310,DE93852973047302670654
1407,80.20,2019-10-15T10:49:31.641916,Zeit für Brot,food,DE65403466947923029055,DE93852973047302670654
1433,512.23,2019-06-17T10:49:31.641916,thanks,transfer,DE51728838437501118370,DE93852973047302670654
1435,459.63,2020-11-15T10:49:31.641916,Esprit,clothes,DE76894768662419673111,DE93852973047302670654
1513,148.31,2019-03-17T10:49:31.641916,booking.com,vacation,DE33510125629974889896,DE93852973047302670654
1516,438.96,2019-06-15T10:49:31.642000,thanks,transfer,DE22170806079195028710,DE93852973047302670654
1518,953.82,2020-07-29T10:49:31.641916,Zalando,clothes,DE32132962269821718345,DE93852973047302670654
1529,347.32,2019-09-12T10:49:31.641958,Zeit für Brot,food,DE50561242036667643899,DE93852973047302670654
1616,806.87,2020-11-12T10:49:31.641916,Rewe,supermarket,DE65403466947923029055,DE93852973047302670654
1678,843.61,2019-08-07T10:49:31.642256,Aldi,supermarket,DE28254691836878919381,DE93852973047302670654
1689,459.77,2020-05-19T10:49:31.641916,ryanair,vacation,DE70334119137743514093,DE93852973047302670654
1697,372.69,2018-07-05T10:49:31.642108,Zalando,clothes,DE46175649932131791856,DE93852973047302670654
1711,114.11,2018-12-30T10:49:31.641916,Aldi,supermarket,DE32132962269821718345,DE93852973047302670654
1727,383.93,2020-07-11T10:49:31.641870,Esprit,clothes,DE29354508073743831293,DE93852973047302670654
1728,287.65,2019-07-15T10:49:31.641916,thanks,transfer,DE98578335434393251543,DE93852973047302670654
1743,385.71,2021-03-01T10:49:31.641870,thanks,transfer,DE29354508073743831293,DE93852973047302670654
1762,748.86,2021-01-31T10:49:31.641916,ryanair,vacation,DE32132962269821718345,DE93852973047302670654
1765,968.37,2019-04-11T10:49:31.641916,Aldi,supermarket,DE92648558961468741310,DE93852973047302670654
1800,572.12,2020-06-03T10:49:31.641870,Aldi,supermarket,DE29354508073743831293,DE93852973047302670654
1817,738.48,2020-01-30T10:49:31.641916,easyjet,vacation,DE76894768662419673111,DE93852973047302670654
1861,932.96,2020-10-04T10:49:31.641916,Zeit für Brot,food,DE98578335434393251543,DE93852973047302670654
1863,77.74,2020-07-09T10:49:31.641916,easyjet,vacation,DE51728838437501118370,DE93852973047302670654
1909,457.92,2019-07-06T10:49:31.641916,Edeka,supermarket,DE50493093512418563495,DE93852973047302670654
1930,131.32,2020-04-04T10:49:31.642256,Zalando,clothes,DE28254691836878919381,DE93852973047302670654
1936,445.29,2020-03-31T10:49:31.641916,thanks,transfer,DE70334119137743514093,DE93852973047302670654
1937,173.40,2021-02-20T10:49:31.641870,thanks,transfer,DE29354508073743831293,DE93852973047302670654
1946,340.54,2021-01-12T10:49:31.641916,thanks,transfer,DE33510125629974889896,DE93852973047302670654
1952,587.26,2021-05-17T10:49:31.642279,Zur Letzten Instanz,food,DE31852781254280985515,DE93852973047302670654
1973,509.95,2020-11-19T10:49:31.641848,Aldi,supermarket,DE77851065666584720184,DE93852973047302670654
2,15.84,2020-05-03T10:49:31.641937,booking.com,vacation,DE67444719107381296569,DE98578335434393251543
11,152.26,2019-02-26T10:49:31.641721,booking.com,vacation,DE82444435329779109646,DE98578335434393251543
36,954.72,2021-06-10T10:49:31.641721,Effing,food,DE82444435329779109646,DE98578335434393251543
52,80.84,2018-06-29T10:49:31.642193,Edeka,supermarket,DE28571102327654896575,DE98578335434393251543
279,78.47,2019-08-02T10:49:31.642087,Aldi,supermarket,DE50493093512418563495,DE98578335434393251543
292,132.63,2018-01-28T10:49:31.641828,Cocolo Ramen,food,DE50139821739297986888,DE98578335434393251543
320,807.56,2021-01-31T10:49:31.642023,Edeka,supermarket,DE27235503909700305654,DE98578335434393251543
376,109.70,2019-09-08T10:49:31.641828,Zalando,clothes,DE50139821739297986888,DE98578335434393251543
377,334.73,2019-04-27T10:49:31.642193,Effing,food,DE28571102327654896575,DE98578335434393251543
417,333.77,2021-08-13T10:49:31.642065,Zalando,clothes,DE44305226222441557697,DE98578335434393251543
421,568.17,2018-06-07T10:49:31.642235,Rewe,supermarket,DE20117978677399847042,DE98578335434393251543
427,178.18,2019-06-14T10:49:31.641721,Zalando,clothes,DE82444435329779109646,DE98578335434393251543
435,785.15,2019-07-06T10:49:31.641848,Esprit,clothes,DE77851065666584720184,DE98578335434393251543
462,53.69,2020-04-06T10:49:31.641721,ryanair,vacation,DE82444435329779109646,DE98578335434393251543
468,721.28,2018-11-27T10:49:31.642087,Pauly Saal,food,DE50493093512418563495,DE98578335434393251543
491,977.21,2018-10-06T10:49:31.642174,Cocolo Ramen,food,DE33510125629974889896,DE98578335434393251543
514,78.20,2018-12-03T10:49:31.641937,Lokal,food,DE67444719107381296569,DE98578335434393251543
